"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (AA)"	"V-REGION Nb of AA"	"V-REGION Nb of identical AA"	"V-REGION Nb of AA changes"	"V-REGION +++"	"V-REGION ++-"	"V-REGION +-+"	"V-REGION +--"	"V-REGION -+-"	"V-REGION --+"	"V-REGION ---"	"V-REGION Very similar"	"V-REGION Similar"	"V-REGION Dissimilar"	"V-REGION Very dissimilar"	"FR1-IMGT Nb of positions including IMGT gaps (AA)"	"FR1-IMGT Nb of AA"	"FR1-IMGT Nb of identical AA"	"FR1-IMGT Nb of AA changes"	"FR1-IMGT +++"	"FR1-IMGT ++-"	"FR1-IMGT +-+"	"FR1-IMGT +--"	"FR1-IMGT -+-"	"FR1-IMGT --+"	"FR1-IMGT ---"	"FR1-IMGT Very similar"	"FR1-IMGT Similar"	"FR1-IMGT Dissimilar"	"FR1-IMGT Very dissimilar"	"CDR1-IMGT Nb of positions including IMGT gaps (AA)"	"CDR1-IMGT Nb of AA"	"CDR1-IMGT Nb of identical AA"	"CDR1-IMGT Nb of AA changes"	"CDR1-IMGT +++"	"CDR1-IMGT ++-"	"CDR1-IMGT +-+"	"CDR1-IMGT +--"	"CDR1-IMGT -+-"	"CDR1-IMGT --+"	"CDR1-IMGT ---"	"CDR1-IMGT Very similar"	"CDR1-IMGT Similar"	"CDR1-IMGT Dissimilar"	"CDR1-IMGT Very dissimilar"	"FR2-IMGT Nb of positions including IMGT gaps (AA)"	"FR2-IMGT Nb of AA"	"FR2-IMGT Nb of identical AA"	"FR2-IMGT Nb of AA changes"	"FR2-IMGT +++"	"FR2-IMGT ++-"	"FR2-IMGT +-+"	"FR2-IMGT +--"	"FR2-IMGT -+-"	"FR2-IMGT --+"	"FR2-IMGT ---"	"FR2-IMGT Very similar"	"FR2-IMGT Similar"	"FR2-IMGT Dissimilar"	"FR2-IMGT Very dissimilar"	"CDR2-IMGT Nb of positions including IMGT gaps (AA)"	"CDR2-IMGT Nb of AA"	"CDR2-IMGT Nb of identical AA"	"CDR2-IMGT Nb of AA changes"	"CDR2-IMGT +++"	"CDR2-IMGT ++-"	"CDR2-IMGT +-+"	"CDR2-IMGT +--"	"CDR2-IMGT -+-"	"CDR2-IMGT --+"	"CDR2-IMGT ---"	"CDR2-IMGT Very similar"	"CDR2-IMGT Similar"	"CDR2-IMGT Dissimilar"	"CDR2-IMGT Very dissimilar"	"FR3-IMGT Nb of positions including IMGT gaps (AA)"	"FR3-IMGT Nb of AA"	"FR3-IMGT Nb of identical AA"	"FR3-IMGT Nb of AA changes"	"FR3-IMGT +++"	"FR3-IMGT ++-"	"FR3-IMGT +-+"	"FR3-IMGT +--"	"FR3-IMGT -+-"	"FR3-IMGT --+"	"FR3-IMGT ---"	"FR3-IMGT Very similar"	"FR3-IMGT Similar"	"FR3-IMGT Dissimilar"	"FR3-IMGT Very dissimilar"	"CDR3-IMGT Nb of positions including IMGT gaps (AA)"	"CDR3-IMGT Nb of AA"	"CDR3-IMGT Nb of identical AA"	"CDR3-IMGT Nb of AA changes"	"CDR3-IMGT +++"	"CDR3-IMGT ++-"	"CDR3-IMGT +-+"	"CDR3-IMGT +--"	"CDR3-IMGT -+-"	"CDR3-IMGT --+"	"CDR3-IMGT ---"	"CDR3-IMGT Very similar"	"CDR3-IMGT Similar"	"CDR3-IMGT Dissimilar"	"CDR3-IMGT Very dissimilar"	""
562	">430_@M02381:18:000000000-A6UW9:1:1101:22245:3212"	"productive"	"Homsap TRBV27*01 F"	"106 (82)"	"63 (65)"	"62"	"1 (3)"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (2)"	"0"	"0"	"1"	"0 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
563	">431_@M02381:18:000000000-A6UW9:1:1101:13011:3213"	"productive"	"Homsap TRBV29-1*01 F"	"105 (81)"	"64 (66)"	"63 (64)"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"27 (3)"	"1 (3)"	"1 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
564	">432_@M02381:18:000000000-A6UW9:1:1101:22284:3221"	"unproductive"	"Homsap TRBV5-1*01 F"	"107 (82)"	"64 (65)"	"64 (65)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
565	">433_@M02381:18:000000000-A6UW9:1:1101:22589:3221"	"productive"	"Homsap TRBV18*01 F"	"107 (82)"	"65 (66)"	"65"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
566	">436_@M02381:18:000000000-A6UW9:1:1101:11256:3230"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62 (63)"	"2 (3)"	"0"	"0"	"1"	"1"	"0"	"0"	"0 (1)"	"0"	"1"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	17	17	16	1	0	0	1	0	0	0	0	0	1	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
567	">437_@M02381:18:000000000-A6UW9:1:1101:10047:3230"	"productive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"107 (82)"	"64 (65)"	"62"	"2 (3)"	"0"	"0"	"1"	"0"	"0"	"0"	"1 (2)"	"0"	"1"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	5	1	0	0	0	0	0	0	1	0	0	0	1	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
568	">438_@M02381:18:000000000-A6UW9:1:1101:22343:3238"	"productive"	"Homsap TRBV10-3*04 [F]"	"104"	"61"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
569	">439_@M02381:18:000000000-A6UW9:1:1101:21633:3241"	"productive"	"Homsap TRBV18*01 F"	"108"	"66"	"65"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	0	0	0	0	0	1	0	0	0	1	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
570	">440_@M02381:18:000000000-A6UW9:1:1101:16916:3242"	"productive"	"Homsap TRBV18*01 F"	"108"	"66"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
571	">441_@M02381:18:000000000-A6UW9:1:1101:11951:3244"	"productive"	"Homsap TRBV19*01 F"	"106 (82)"	"63 (65)"	"63 (64)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
572	">442_@M02381:18:000000000-A6UW9:1:1101:14386:3247"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
573	">443_@M02381:18:000000000-A6UW9:1:1101:20430:3247"	"productive"	"Homsap TRBV12-3*01 F"	"107 (82)"	"65 (66)"	"62 (63)"	"3"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	17	17	16	1	0	0	1	0	0	0	0	0	1	0	0	10	6	5	1	0	0	1	0	0	0	0	0	1	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
574	">444_@M02381:18:000000000-A6UW9:1:1101:14816:3252"	"productive"	"Homsap TRBV5-1*01 F"	"108"	"65"	"65"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
575	">445_@M02381:18:000000000-A6UW9:1:1101:11223:3252"	"productive"	"Homsap TRBV5-1*01 F"	"108"	"65"	"64"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"36"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
576	">446_@M02381:18:000000000-A6UW9:1:1101:14201:3254"	"productive"	"Homsap TRBV11-1*01 F"	"105 (82)"	"63 (66)"	"60 (62)"	"3 (4)"	"0"	"0"	"0"	"2"	"0"	"0"	"1 (2)"	"0"	"0"	"2"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"35"	"3"	"0"	"0"	"0"	"2"	"0"	"0"	"1"	"0"	0	2	1	"27 (4)"	"1 (4)"	"1 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
577	">447_@M02381:18:000000000-A6UW9:1:1101:21668:3262"	"productive"	"Homsap TRBV7-2*02 F, or Homsap TRBV7-2*03 F"	"108"	"66"	"65"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	16	1	0	1	0	0	0	0	0	0	1	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
578	">448_@M02381:18:000000000-A6UW9:1:1101:15725:3264"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
579	">449_@M02381:18:000000000-A6UW9:1:1101:19632:3265"	"productive"	"Homsap TRBV2*01 F, or Homsap TRBV2*02 (F)"	"107 (82)"	"65 (66)"	"65"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
580	">650_@M02381:18:000000000-A6UW9:1:1101:11652:3881"	"productive"	"Homsap TRBV12-3*01 F"	"107 (82)"	"65 (66)"	"63"	"2 (3)"	"0"	"0"	"1"	"1"	"0"	"0"	"0 (1)"	"0"	"1"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	17	17	16	1	0	0	1	0	0	0	0	0	1	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
581	">651_@M02381:18:000000000-A6UW9:1:1101:17293:3884"	"productive"	"Homsap TRBV2*01 F, or Homsap TRBV2*02 (F)"	"107 (82)"	"65 (66)"	"65"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
582	">653_@M02381:18:000000000-A6UW9:1:1101:8428:3888"	"productive"	"Homsap TRBV4-1*01 F"	"107 (82)"	"64 (65)"	"64"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
583	">655_@M02381:18:000000000-A6UW9:1:1101:14496:3890"	"productive"	"Homsap TRBV12-3*01 F"	"108"	"66"	"64"	"2"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	17	17	16	1	0	0	1	0	0	0	0	0	1	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
584	">656_@M02381:18:000000000-A6UW9:1:1101:20483:3891"	"productive"	"Homsap TRBV29-1*01 F"	"106 (81)"	"65 (66)"	"64"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (3)"	"2 (3)"	"2"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
585	">657_@M02381:18:000000000-A6UW9:1:1101:12017:3894"	"productive"	"Homsap TRBV29-1*01 F"	"105 (81)"	"64 (66)"	"63"	"1 (3)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"1 (2)"	"0"	"0"	"0 (1)+0+0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"27 (3)"	"1 (3)"	"1"	"0 (2)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (1)+0+0"	"0 (1)"	NA
586	">658_@M02381:18:000000000-A6UW9:1:1101:23755:3895"	"productive"	"Homsap TRBV27*01 F"	"107 (70)"	"63 (64)"	"62"	"1 (2)"	"0"	"0"	"0"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	17	17	16	1	0	0	0	1	0	0	0	0	0	1	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"41 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
587	">659_@M02381:18:000000000-A6UW9:1:1101:21222:3897"	"unproductive"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"108"	"65"	"64"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
588	">660_@M02381:18:000000000-A6UW9:1:1101:9636:3899"	"productive"	"Homsap TRBV19*01 F"	"105 (82)"	"62 (65)"	"62 (64)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	17	17	17	0	0	0	0	0	0	0	0	0	0	0	0	10	6	6	0	0	0	0	0	0	0	0	0	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"27 (4)"	"1 (4)"	"1 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
