"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (AA)"	"V-REGION Nb of AA"	"V-REGION Nb of identical AA"	"V-REGION Nb of AA changes"	"V-REGION +++"	"V-REGION ++-"	"V-REGION +-+"	"V-REGION +--"	"V-REGION -+-"	"V-REGION --+"	"V-REGION ---"	"V-REGION Very similar"	"V-REGION Similar"	"V-REGION Dissimilar"	"V-REGION Very dissimilar"	"FR1-IMGT Nb of positions including IMGT gaps (AA)"	"FR1-IMGT Nb of AA"	"FR1-IMGT Nb of identical AA"	"FR1-IMGT Nb of AA changes"	"FR1-IMGT +++"	"FR1-IMGT ++-"	"FR1-IMGT +-+"	"FR1-IMGT +--"	"FR1-IMGT -+-"	"FR1-IMGT --+"	"FR1-IMGT ---"	"FR1-IMGT Very similar"	"FR1-IMGT Similar"	"FR1-IMGT Dissimilar"	"FR1-IMGT Very dissimilar"	"CDR1-IMGT Nb of positions including IMGT gaps (AA)"	"CDR1-IMGT Nb of AA"	"CDR1-IMGT Nb of identical AA"	"CDR1-IMGT Nb of AA changes"	"CDR1-IMGT +++"	"CDR1-IMGT ++-"	"CDR1-IMGT +-+"	"CDR1-IMGT +--"	"CDR1-IMGT -+-"	"CDR1-IMGT --+"	"CDR1-IMGT ---"	"CDR1-IMGT Very similar"	"CDR1-IMGT Similar"	"CDR1-IMGT Dissimilar"	"CDR1-IMGT Very dissimilar"	"FR2-IMGT Nb of positions including IMGT gaps (AA)"	"FR2-IMGT Nb of AA"	"FR2-IMGT Nb of identical AA"	"FR2-IMGT Nb of AA changes"	"FR2-IMGT +++"	"FR2-IMGT ++-"	"FR2-IMGT +-+"	"FR2-IMGT +--"	"FR2-IMGT -+-"	"FR2-IMGT --+"	"FR2-IMGT ---"	"FR2-IMGT Very similar"	"FR2-IMGT Similar"	"FR2-IMGT Dissimilar"	"FR2-IMGT Very dissimilar"	"CDR2-IMGT Nb of positions including IMGT gaps (AA)"	"CDR2-IMGT Nb of AA"	"CDR2-IMGT Nb of identical AA"	"CDR2-IMGT Nb of AA changes"	"CDR2-IMGT +++"	"CDR2-IMGT ++-"	"CDR2-IMGT +-+"	"CDR2-IMGT +--"	"CDR2-IMGT -+-"	"CDR2-IMGT --+"	"CDR2-IMGT ---"	"CDR2-IMGT Very similar"	"CDR2-IMGT Similar"	"CDR2-IMGT Dissimilar"	"CDR2-IMGT Very dissimilar"	"FR3-IMGT Nb of positions including IMGT gaps (AA)"	"FR3-IMGT Nb of AA"	"FR3-IMGT Nb of identical AA"	"FR3-IMGT Nb of AA changes"	"FR3-IMGT +++"	"FR3-IMGT ++-"	"FR3-IMGT +-+"	"FR3-IMGT +--"	"FR3-IMGT -+-"	"FR3-IMGT --+"	"FR3-IMGT ---"	"FR3-IMGT Very similar"	"FR3-IMGT Similar"	"FR3-IMGT Dissimilar"	"FR3-IMGT Very dissimilar"	"CDR3-IMGT Nb of positions including IMGT gaps (AA)"	"CDR3-IMGT Nb of AA"	"CDR3-IMGT Nb of identical AA"	"CDR3-IMGT Nb of AA changes"	"CDR3-IMGT +++"	"CDR3-IMGT ++-"	"CDR3-IMGT +-+"	"CDR3-IMGT +--"	"CDR3-IMGT -+-"	"CDR3-IMGT --+"	"CDR3-IMGT ---"	"CDR3-IMGT Very similar"	"CDR3-IMGT Similar"	"CDR3-IMGT Dissimilar"	"CDR3-IMGT Very dissimilar"	""
538	">1232_@M02381:30:000000000-AUCBB:1:1101:17258:6168"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
539	">1233_@M02381:30:000000000-AUCBB:1:1101:25615:6170"	"productive"	"Homsap TRBV18*01 F"	"108"	"66"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	0	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
540	">1238_@M02381:30:000000000-AUCBB:1:1101:22048:6190"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
541	">1242_@M02381:30:000000000-AUCBB:1:1101:8648:6194"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
542	">1244_@M02381:30:000000000-AUCBB:1:1101:13894:6196"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"55 (56)"	"9 (10)"	"0"	"1"	"2 (3)"	"3"	"0"	0	"3"	"0"	"1+2 (3)"	"3"	"3"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"31"	"7"	"0"	"1"	"1"	"2"	"0"	"0"	"3"	"0"	2	2	3	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0+0 (1)"	"0"	"0"	NA
543	">1245_@M02381:30:000000000-AUCBB:1:1101:20110:6203"	"productive"	"Homsap TRBV27*01 F"	"107 (82)"	"64 (65)"	"63"	"1 (2)"	"0"	"0"	"0"	"1"	"0"	0	"0 (1)"	"0"	"0"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"16"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
544	">1247_@M02381:30:000000000-AUCBB:1:1101:10474:6208"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
545	">1350_@M02381:30:000000000-AUCBB:1:1101:7320:6464"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
546	">1351_@M02381:30:000000000-AUCBB:1:1101:6853:6477"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
547	">1353_@M02381:30:000000000-AUCBB:1:1101:21151:6479"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
548	">1354_@M02381:30:000000000-AUCBB:1:1101:12106:6484"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
549	">1358_@M02381:30:000000000-AUCBB:1:1101:14001:6491"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"107"	"66"	"66"	"0"	"0"	"0"	"0"	"0"	"0"	0	"0"	"0"	"0"	"0"	"0"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
550	">1359_@M02381:30:000000000-AUCBB:1:1101:9313:6497"	"unknown"	"Homsap TRBV29-1*03 (F)"	"104"	"63"	"32"	"31"	"0"	"2"	"4"	"4"	"3"	0	"18"	"0"	"6"	"7"	"18"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	1	0	0	"17"	"17"	"2"	"15"	"0"	"1"	"2"	"2"	"1"	"0"	"9"	"0"	3	3	9	"10"	"7"	"0"	"7"	"0"	"0"	"1"	"1"	"1"	"0"	"4"	"0"	1	2	4	"39"	"38"	"30"	"8"	"0"	"0"	"1"	"1"	"1"	"0"	"5"	"0"	1	2	5	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
551	">1360_@M02381:30:000000000-AUCBB:1:1101:19275:6497"	"productive"	"Homsap TRBV28*01 F"	"107 (82)"	"64 (65)"	"62 (63)"	"2"	"0"	"0"	"0"	"0"	"1"	0	"1"	"0"	"0"	"1"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"16"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	0	1	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"37"	"37"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"29 (4)"	"3 (4)"	"3 (4)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
552	">1361_@M02381:30:000000000-AUCBB:1:1101:25356:6498"	"productive"	"Homsap TRBV12-3*01 F"	"106 (82)"	"64 (66)"	"62 (63)"	"2 (3)"	"0"	"0"	"1"	"1"	"0"	0	"0 (1)"	"0"	"1"	"1"	"0 (1)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"17"	"17"	"16"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	1	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
553	">1364_@M02381:30:000000000-AUCBB:1:1101:17160:6508"	"productive"	"Homsap TRBV7-2*01 F, or Homsap TRBV7-2*04 (F)"	"106 (82)"	"64 (66)"	"63 (64)"	"1 (2)"	"0"	"0"	"0"	"0"	"0"	0	"1 (2)"	"0"	"0"	"0"	"1 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (4)"	"2 (4)"	"2 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	NA
554	">1366_@M02381:30:000000000-AUCBB:1:1101:8524:6515"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
555	">1367_@M02381:30:000000000-AUCBB:1:1101:17103:6517"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
556	">1371_@M02381:30:000000000-AUCBB:1:1101:17470:6522"	"productive"	"Homsap TRBV18*01 F"	"108"	"66"	"65"	"1"	"0"	"0"	"0"	"0"	"0"	0	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"37"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"4"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
557	">1372_@M02381:30:000000000-AUCBB:1:1101:12382:6523"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
558	">1373_@M02381:30:000000000-AUCBB:1:1101:18788:6523"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
559	">1374_@M02381:30:000000000-AUCBB:1:1101:8533:6530"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
560	">1375_@M02381:30:000000000-AUCBB:1:1101:25310:6530"	"productive"	"Homsap TRBV12-5*01 F"	"104 (82)"	"62 (66)"	"56 (58)"	"6 (8)"	"0"	"2"	"1"	"2"	"1"	0	"0 (2)"	"0"	"3"	"3"	"0 (2)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	1	0	0	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"33"	"5"	"0"	"1"	"1"	"2"	"1"	"0"	"0"	"0"	2	3	0	"26 (4)"	"0 (4)"	"0 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
561	">1378_@M02381:30:000000000-AUCBB:1:1101:18213:6542"	"productive"	"Homsap TRBV12-3*01 F, or Homsap TRBV12-4*01 F"	"107 (53)"	"46 (47)"	"41"	"5 (6)"	"1"	"0"	"1 (2)"	"2"	"0"	0	"1"	"1"	"0+1 (2)"	"2"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"10"	"5"	"2"	"3"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"0"	1	2	0	"39"	"38"	"36"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	0	0	1	"58 (4)"	"3 (4)"	"3"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0+0 (1)"	"0"	"0"	NA
562	">1381_@M02381:30:000000000-AUCBB:1:1101:22844:6552"	"productive"	"Homsap TRBV7-2*01 F, or Homsap TRBV7-2*04 (F)"	"106 (82)"	"64 (66)"	"62"	"2 (4)"	"0"	"0"	"0"	"1"	"0"	0	"1 (3)"	"0"	"0"	"1"	"1 (3)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"6"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"37"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	0	1	0	"28 (4)"	"2 (4)"	"2"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0 (2)"	NA
563	">1386_@M02381:30:000000000-AUCBB:1:1101:24323:6561"	"productive"	"Homsap TRBV29-1*01 F"	"106 (81)"	"65 (66)"	"64 (65)"	"1"	"0"	"0"	"0"	"0"	"0"	0	"1"	"0"	"0"	"0"	"1"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"10"	"7"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"39"	"38"	"38"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"28 (3)"	"2 (3)"	"2 (3)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
564	">1388_@M02381:30:000000000-AUCBB:1:1101:13287:6569"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
565	">1389_@M02381:30:000000000-AUCBB:1:1101:16716:6570"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
566	">1390_@M02381:30:000000000-AUCBB:1:1101:24308:6575"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
567	">1396_@M02381:30:000000000-AUCBB:1:1101:25483:6581"	"unknown"	"Homsap TRBV5-4*01 F, or Homsap TRBV5-4*03 (F)"	"107"	"64"	"39"	"25"	"1"	"1"	"1"	"7"	"2"	0	"13"	"1"	"2"	"9"	"13"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"3"	"14"	"0"	"1"	"0"	"5"	"1"	"0"	"7"	"0"	1	6	7	"10"	"6"	"2"	"4"	"1"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	0	2	1	"39"	"37"	"31"	"6"	"0"	"0"	"1"	"1"	"0"	"0"	"4"	"0"	1	1	4	"3"	"3"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
568	">1397_@M02381:30:000000000-AUCBB:1:1101:10929:6584"	"unknown"	"Homsap TRBV5-1*01 F"	"104"	"61"	"27"	"34"	"0"	"1"	"1"	"10"	"2"	0	"20"	"0"	"2"	"12"	"20"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	NA	NA	NA	"12"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	0	0	1	"17"	"17"	"0"	"17"	"0"	"0"	"1"	"5"	"0"	"0"	"11"	"0"	1	5	11	"10"	"6"	"1"	"5"	"0"	"0"	"0"	"1"	"0"	"0"	"4"	"0"	0	1	4	"39"	"37"	"26"	"11"	"0"	"1"	"0"	"4"	"2"	"0"	"4"	"0"	1	6	4	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	""	""	""	NA
569	">1400_@M02381:30:000000000-AUCBB:1:1101:18905:6586"	"No results"	""	""	""	""	""	""	""	""	""	""	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
